,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
516146,516147,B008I1XPKA,AJJVIVZIQUH3N,Jnett,0,0,2,1970-01-01 00:00:01.351209600,Fair to midland,"I was skeptical about ordering what with the trouble of the cups exploding, but I didn't have any of that trouble. I did find, however, that it just wasn't full-bodied enough for me.  It left me wanting.  I can usually brew an 8 oz cup from my K-cups but truthfully even brewing at 6 oz I still didn't get the rich flavor I craved. So I've been finishing up the box by brewing it at 2 or 4 oz and adding a different K-cup brand to the mug.  I'd stir clear of this one."
558560,558561,B000JZDY0Y,A3JJXE7D548PRX,B. Goldstein,0,0,5,1970-01-01 00:00:01.351209600,Absolutely incredible and intense milk chocolate flavor!,"Hands down one of the best milk chocolate bars out there.  This can only come from the UK!  Their chocolate is incredible.  The bar just melts in your mouth and, of course, flakes all over the place."
478717,478718,B00529PECI,A3H4L7TJKQHW4Q,"notAyesperson ""Always in search of good books""",0,0,2,1970-01-01 00:00:01.351209600,One of the better one's,"I tried one stick of this, and two other flavors.  This salmon is so tough that when you break it in half, if forms razor sharp ends.  It is very very salty and not all that great in my opinion.  I am used to King salmon being very juicy and oily.  I understand this is jerky, but it is to tough to chew."
558526,558527,B003U925C4,A2ALLORFJB7DYH,stavros,0,0,5,1970-01-01 00:00:01.351209600,outstanding product,try it & we shared with the familys/all han thumbs up!!!!!!!!!!cut it with good lite olive oil /sherry or whatever you like/on meat/chicken & fish $ pork!!
422145,422146,B0001BH5YM,A1BZ3HMAKK0NC,"Patricia Campbell ""G.I JANE""",0,0,5,1970-01-01 00:00:01.351209600,My favorite and only  MUSTARD,"You've just got to experience this mustard... This is the queen mother of all mustards and so worth the money. I  will actually crave this and eat it straight from the crock W/ a spoon, so you can only imagine it on a sandwich. I use this in many of my recipes and it makes them so special."
510015,510016,B001EPPBE0,A21N20QGFUWFEC,The Kat,0,0,5,1970-01-01 00:00:01.351209600,Wonderful,Came quickly. Was plentiful and delicious and cheaper than in the store. You will enjoy it if you like thick pasta.
252201,252202,B007F1MA46,A1LHOKYENR7HP2,"L. Barlow ""Barlow Girl""",0,0,5,1970-01-01 00:00:01.351209600,Vinegar Is Magic!,"I have always heard about vinegar being great for cleaning, I'm sure I even used it to clean a microwave before, and I know I've soaked mildew-smelling clothes in vinegar water which was successful. But, it wasn't until I bought a steam mop (here on Amazon) and tackled my vinyl kitchen floors, that hadn't been well cleaned in years... that I discovered the MAGIC of vinegar. This steam mop left my floor so tacky and sticky, if I stood in one place, I felt like either the floor or my skin was going to come off. I took to the internet for a solution. Someone said to mop the floor with vinegar. Skeptical, but desperate, I did ONE mopping of the vinegar all over the kitchen floor. Just like that, as soon as it dried my floor was clean again. Extremely excited, I looked up more magic ways vinegar cleans. Then I ran out of vinegar, and had to buy some more. I have used it now to clean faux wood blinds that had grease & dust buildup, air return vent that had years of residue & dust build up, and stained toilets. I now keep a generic spray bottle of vinegar for cleaning anything.<br />Alright, I am a believer now. Vinegar is magic."
200464,200465,B008O2EHNC,A11X0ENDTFGCEH,marval,0,0,5,1970-01-01 00:00:01.351209600,"Enjoyable, quick cups of coffee with no waste","My mother loves this coffee and the pods fit her coffee maker. It is hard to find pods that do work for it, so we have a standing order for this brand. She can have one or two cups, and go on her way. You just can't beat the ease!"
465813,465814,B00264S63G,A36AUU1UNRS48G,seal,0,0,5,1970-01-01 00:00:01.351209600,"So convenient, for so little!","I needed two vanilla beans for the Love Goddess cake that my husbands adores. So you can spend exorbitant amounts of money at the grocery store for more vanilla beans than you need, or you can order the amount you need with free shipping. Each bean was in its own plastic vacuum package that looked like it could keep for awhile if you needed it to. The cake was, of course, delicious, and my trash smelled great from the two little plastic vanilla bean packages, so maybe you could use them to make something else smell nice."
156782,156783,B0051WBSFI,A1IK1XYGTNVLOW,James L. Dusing,0,0,5,1970-01-01 00:00:01.351209600,Great service,Not only is the popcorn terrific and as advertised (hull less) but the order arrived early thanks to their fast and efficient service. Yep! We will do much business with them over the coming years.
155210,155211,B000GAT6NG,A150LY3C1UEV9E,Charles Buerschinger,0,0,5,1970-01-01 00:00:01.351209600,"Good quality, great to cook with",We have enjoyed using this product.  I like it specially for cooking lightly breaded fish or vegetables.  It gives a faint pleasant taste of coconut.  I can hardly wait to do some tropical dishes.
148474,148475,B003JA5KLM,A3UOYYQS5Z47MS,"David A. Levin ""DaveL""",0,0,5,1970-01-01 00:00:01.351209600,Morning Coffee,Great coffee at a good price. I'm a subscription buyer and I buy this month after month. What more can I say?
300675,300676,B000RQMQAO,A3KFOZ5D1KQLIU,Phyllis Brown,0,0,5,1970-01-01 00:00:01.351209600,good tea,"The tea is very mellow, not strong at all.  I expected it to be bold and strong.  According the the Number 1 Ladys Detective agency it was supposed to be soothing, relaxing, and it is that"
469062,469063,B00750E0X6,A2CPS5MWG87O7E,k.kollevoll,0,0,2,1970-01-01 00:00:01.351209600,not what i expected,"when i ordered this i expected a big box full of fortune cookies like the one in the pcture, nonetheless, when i got it it was very small and the fortune cookies tasted weird. they were okay, but not he best i had ever had."
519037,519038,B008TZJUOA,A1LHOKYENR7HP2,"L. Barlow ""Barlow Girl""",0,0,5,1970-01-01 00:00:01.351209600,Cute!,"Bought these to decorate cupcakes for a kid's Halloween party. They are very cute, look like the picture, as advertised!"
187222,187223,B004S036FO,A370Z6I5GBWU44,"M ""CultOfStrawberry""",0,0,1,1970-01-01 00:00:01.351209600,Not what it used to be,"Hormel's Chili used to be an awesome pro0duct. When I was a kid, this chili was downright tasty and meaty, and you could add a can of beans to stretch it out, just let the chili and beans simmer for a while and you had the perfect recipe. However, that recipe has changed. There is considerably less meat in here, and what has it been replaced with? Oatmeal. This even says so on the side. I am sorry, but I am disappointed. If I want oatmeal, I'll buy Quaker. This chili is also thinner, and does not taste as good as it has before. If Hormel would go back to the old recipe, this chili would be as good as ever."
486552,486553,B000MUT928,AMV75AVRSNM0L,Sandra,0,0,3,1970-01-01 00:00:01.351209600,Crunchy strong and ok taste,"I thought the pocket coffee was good, not sure I'll order them again though.  It definitely has a coffee flavor and is a strong flavor, has a little bit of a crunch to it, but it's also has a bitter after taste which might be reason it's not what I expected."
369273,369274,B001D0DMME,A34XBAIFT02B60,travelinlight,0,0,1,1970-01-01 00:00:01.351123200,Should advertise coconut as an ingredient more prominently,"First, these should be called Mac - Coconut bars, as Coconut is the #2 ingredient and Mango is #3.  Second, lots of people don't like coconut.  I happen to be allergic to it.  Word to Amazon that if you want happy customers to make things like this more prominent.  Thanks."
453090,453091,B0029XLH4Y,A3NIBMLKUK73JC,mark snavely,0,0,5,1970-01-01 00:00:01.351123200,Great flavor no bite,This coffee is a favorite of mine and many others. Jet Fuel is dark roasted but smooth and rich with no bite!
536931,536932,B0081XIAUK,A156021XP6CYX6,SWilliams,0,0,2,1970-01-01 00:00:01.351123200,"Paw Flapper Fun, But Too Easy","I got my dog the Paw Flapper because he's a Basset Hound mix and loves to use his nose. He's also pretty smart, so keeping him occupied can be difficult. Unfortunately, this is a super simple puzzle. The first time he played with it, it took him about ten minutes to find all the treats. The next time, it took five minutes. There really isn't anything that challenging about it. Opening the flaps takes my dog a second, and all he has to do is keep pushing his nose into the holes to rotate the top and find all the treats. He had fun, but then it's a toy full of treats, so that's a given.<br /><br />The puzzle does seem to be well made though, so it's not a bad product. It just isn't challenging enough. I'll be returning it and trying one of the other puzzles."
453091,453092,B0029XLH4Y,A2CSPTFY7QPT78,Mary G. Hershey,0,0,5,1970-01-01 00:00:01.351123200,Great bold taste-- compare to Emeril's Bold,"I've been drinking Emeril's Bold for a year and a half, and wanted to try something different. A review led me to this brand, and I love it too! I'm a strong coffee gal-- I like Starbuck's-- so this is right up my alley."
284449,284450,B008PSM0BQ,A3OUFIMGL2K6RS,kara,0,0,4,1970-01-01 00:00:01.351123200,Good Sauce,"This is a good all purpose sauce.  Has good flavor that the heat doesn't overpower.  Not really that spicy unless you use a whole bunch.  10 good drops is about enough to add a little heat to a pot of soup, but a lot more is needed if you want a lingering burn.  Heat isn't quite up to par with other products out there, (such as Spontaneous Combustion) but this has the true aged cayenne hot sauce flavor."
334848,334849,B000EDGB2E,A33RFE73ENQRPM,Trang N. Nguyen,0,0,4,1970-01-01 00:00:01.351123200,Healthy treats for the kids,My kids love these freeze dry fruits.  Great as a take  along snacks when we are on the go.  A little expensive for the amount of fruits you get. Will stock up the next time Amazon has these on sale (lighting deal).
491870,491871,B000FBQ4YU,A2XVOWD40JCFSZ,pngu,0,0,4,1970-01-01 00:00:01.351123200,yummy cookies!,We've ordered for them every month and only once the package inside the seal had a small hole and wasn't as fresh.
1075,1076,B001GE3T1G,A3Q63ZZGUICVFW,Charlene Sonnenborn,0,0,5,1970-01-01 00:00:01.351123200,Impossible to Find!,"A friend's favorite candy is ""After Eight"", but they are not available anywhere in my area.  I couldn't find them on-line either.  Amazon.com came through.  These are imported from England and the most delicious peppermint.  These are so thin with a smooth mint cream center and a dark chocolate shell.  If you just want a little taste of mint, this is for you.  Really special with a cup of hot coffee!"
428583,428584,B002R8J7YS,A09539661HB8JHRFVRDC,Matty,0,0,4,1970-01-01 00:00:01.351123200,Fruitables Crunchy Dog Treats,"My lab goes wild for these and I am almost tempted to have a go at some myself, as they smell so great. So far I have resisted the temptation despite the fact that they are filled with healthy ingredients."
521433,521434,B007JFXWRC,APVK8GGSSUDCE,"Mitchell M. Tse ""mitchelltse""",0,0,5,1970-01-01 00:00:01.351123200,A great caffeine-free tea!,"I like everything about Lipton's Blackberry Vanilla Herbal Tea!  First of all, the box is very practical as it ""snaps"" closed to keep the tea bags fresh, which is always a good thing!  The picture on the box is appealing and shows what the flavor is to a ""tea"" (pun intended).  The pyramid tea bags are great for diffusion. And the flavor is wonderful!  You don't need to add sugar or sweetener but it tastes good either way.  Even a bit of honey can change the flavor but it's all good.<br /><br />I give this product 5 stars!"
443939,443940,B0034EDM2W,A1XV4W7JWX341C,Devereaux,0,0,5,1970-01-01 00:00:01.351123200,"Ordered these bars for my daughter in college who's on the go...will re-order for both of us, they are soooo yummy & HEALTHY!",These Kind Bars are so good and healthy & gluten free.  My daughter came across them and loves them for a quick snack between her hectic schedule of classes & work. Most times she won't have time to eat a full meal and these are such a great alternative to fast food.  I will order again & this time I'll get a few for moi! Really loved the cranberry too..
552743,552744,B001E5DZIE,A3OZC8ZFZR1G41,Freddy Aubuchon,0,0,3,1970-01-01 00:00:01.351123200,not too sweet,"Closest thing I've found to breakfast bars I used to love that were discontinued...not too dry, not too sweet, not too gooey...just right! I wish you could buy them by the case they are so good. Have one for breakfast every morning."
418288,418289,B001AC67AE,A2FUD7TNC8HRYG,"T. Meadows ""TM""",0,0,5,1970-01-01 00:00:01.351123200,Best out there,"This is really hard to find in my area.  I buy big bottles of it when I am down south and it is definitely the best bbq sauce out there.  I have tried the high priced brands and this is still my favorite, it is all you can do not to drink this stuff it is so good!"
502637,502638,B007FRCY1O,A13LGJZ6A39BP1,Booksnoop,0,0,5,1970-01-01 00:00:01.351123200,Husband Loves It!,"This is one of my husband's favorite teas.  I wish it weren't so expensive, but it does last a long time.  I bought an 8 ounce bag and received 4 separate 2 ounce bags, which is quite a waste of packaging."
232932,232933,B0047462NO,A1JWY18IISLJZA,doebtown,0,0,5,1970-01-01 00:00:01.351123200,Perfect Bloody Mary Supplies,"It's the best bloody mary mix. And this is the perfect size. Enough for 1 or 2 drinks--you'll never throw any away. Maybe not the best size if you're mixing up a pitcher, but if you're just making a couple to half a dozen or so, this is great. Shipped well and lives nicely in the garage until called into action."
154327,154328,B002V02TAG,A1VPCMJ38MDT1O,Christine,0,0,2,1970-01-01 00:00:01.351123200,"Poor quality, tastes waterdown and had a funny flavor","Unfortunately bought this thinking it would be a good value.  Slices are very thin, taset like they are watered down and the had a strange flavor.  Not satisfied at all and out $30!  Wish I had bought another brand."
481804,481805,B004NRHBBM,A1CXULFGIOT346,Peach,0,0,5,1970-01-01 00:00:01.351123200,The best sticky rice out there,"I love Tamanishiki rice, it's some of the best quality rice you can get. True it's a little more expensive, but a large bag like this lasts a while and I find it to be worth the cost for a rice-lover like myself."
446923,446924,B007HP6IDE,A20NYQ6WARUXPQ,Kat,0,0,4,1970-01-01 00:00:01.351123200,Caramel Matcha-yum!,"This matcha is smooth and creamy-and smells divine. The best part is that red leaf matcha is of high quality, so you never get the grainy stuff at the bottom as I have with other matchas. Try with just a splash of soy milk for a real treat!"
152623,152624,B0005ZUG86,A3JEEPYPEM9V81,Tim,0,0,3,1970-01-01 00:00:01.351123200,Worcestershire-centric,"...and that's a good thing.<br /><br />Worcestershire is the key ingredient here and it's also my secret ingredient for pea soup and clam chowdah... oops, secret's out. IMHO, a bit pricey at $3.99, which is what I paid locally. Here it's $6.90 - I mean ""$1.95"" plus shipping - which is madness.<br /><br />Good flavor, but it has limitations for me, as does Worcestershire."
127897,127898,B001ELJJZG,A24AIWQ5TEVQGU,"John K. King ""butterfly.jupiter""",0,0,5,1970-01-01 00:00:01.351123200,This is a big container.,"October 25th, 2012<br /><br />This is my 4th wine kit in 60 days and my second which I sourced from Amazon. As wine & beer making have several steps over time I will update this review as I proceed through all the steps. This is a very heavy container.  Getting that bag empty will be the trickiest part of the wine kit I think. I was simply not strong enough to pick up the bag of 'must' from the bucket shipping container. What I did was to dump the contents of the shipping bucket into my plastic food grade fermentation vessel.<br /><br />Because I couldn't lift the bag out of the primary I had to cut a hole in the bag as near to the bottom as possible and lift the bag out of the primary as the bag drained.  This was still a tricky procedure as the 'must' initially just pooled on top of the 23 liter bag of must.  I think next time I try one of these 55 lbs kits I am going to borrow my step-son who works unloading UPS trucks everyday and is strong as a horse to hold the bag of must clear of the 'primary' while I open the bag the proper way and let it drain into the primary.<br /><br />I have at the time of this writing transferred the juice/must to my plastic primary fermentation vessel, added the bentonite, stirred, added the yeast, and stirred again.  I don't take the specific gravity as I like my wines very dry and so I just let them ferment out completely.  I do like that the kit includes corks (one less thing to purchase)."
521434,521435,B007JFXWRC,A3U1S5KR287T3I,"A. M. Brinkley ""elvis_lives_81""",0,0,5,1970-01-01 00:00:01.351123200,Yummy!,"I love this tea.  When I made it, it was a purplish color, and kind of strong.  If you wanted it weaker you might want to not let it steep as long as I did.  You can definitely make out both the blackberry and vanilla, and they blend very nicely.  There is a slight aftertaste, but it isn't unpleasant.  I made it hot, but didn't finish it and the air conditioning was on, so it got cold.  It was quite cold when I tried it for the second time, and it tasted great!  This is the type of tea I like drinking in the afternoon; I won't be switching my morning Lady Grey tea for this.<br /><br />I love the tea bag design.  With the pyramid tea bag I can see what the tea is, rather than look through an opaque square tea bag.  The tea tasted very fresh, too."
313688,313689,B005OVPK9G,A30JYPESIBJ8DZ,TM Goss,0,0,5,1970-01-01 00:00:01.351123200,Wait...what?! Bland?!,"To everyone giving less stars on here for it being 'bland,' my brain is attempting not to spontaneously combust. It. Is. Oatmeal. It's not like you just went and bought a box of Lucky Charms. Do you know what else is bland? Cheerios! Doesn't make them any less amazing.<br /><br />This cereal is always exactly what I've been looking for in a cereal, something I've found almost every, single other brand, be it big label or generic lacks. It's actually filling. Sure, if you eat enough of any cereal, you'll feel full after a while, but this is the only one I've found where even a moderate bowlful leaves me feeling quite satisfied, almost like an actual bowl of oatmeal.<br /><br />Another good aspect is that it isn't overly sweet. And of course, it's whole grain and full of fiber, so, whee...it's even somewhat good for you.<br /><br />After having eaten cereal almost my entire childhood, I had lost the taste for it when I got older, and have, over the course of the past 15 years, not really had any interest in cereal products. However, since my 8 year old girl is a bit of a cereal aficionado and there is always random boxes of cereal in the house, I end up eating a bowl now and again. Until I discovered these. Suddenly, for the first time in a decade and a half, I'm back to a bowl of cold cereal every day for breakfast.<br /><br />Kudos to Quaker, you've made a breakfast cereal that I truly do enjoy."
509012,509013,B006ZOWALM,A1CJOSNRAVS9Z2,Jeanne Randolph,0,0,5,1970-01-01 00:00:01.351123200,Lizano Salsa,I have been trying to find Lizano Salsa in stores for many years. I discovered that I could buy it from an on-line company and was very excited to find that it was reasonably priced and just what I was looking for. It's a favorite in Costa Rica where it is found in every home and restaurant.
244172,244173,B0018CIUBA,AUI3US13YHN93,BrooklynBarracuda,0,0,3,1970-01-01 00:00:01.351123200,Dog Loves it . . . While it Lasts,"I bought this flavor edible Nylabone for my ""industrial strength"" chewing dog who's just over 1 year old.  Although he enjoys all of the Nylabone flavors, he goes through them in record time because he's a chronic chewer.  Considering how much it costs,I decided it wasn't worth it.  Instead, I now buy Purina Chewnola bones - they entertain my little guy for hours and he keeps going back to it until it's gone.  I recommend this to anyone with a dog who's into chewing.  I also recommend you buy them on Amazon since you can pay as much as 50% less than you pay at a store.  (The 3 stars is because the cost doesn't match the lasting power.)"
463583,463584,B004QDA8WC,ANM000BVVUSCT,Debbie DeNeese,0,0,5,1970-01-01 00:00:01.351123200,"Exactly what I was looking for: Fast, fantastic Chai!","I was skeptical as to how good an all-in-one Chai Tea for Keurig could be, but my doubts were erased at my first sip!  The spice blend is great, as is the sweetening and the dairy component.  This is the kind of thing I was hoping I could get from my single-serve coffeemaker!<br /><br />Order some, you will thank yourself every time you brew a cup."
398659,398660,B001D09KAM,A1XV4W7JWX341C,Devereaux,0,0,5,1970-01-01 00:00:01.351123200,"Loved these gluten free healthy bars, saved $$ ordering on Amazon",These Kind Bars are so good and healthy & gluten free.  My daughter came across them and loves them for a quick snack between her hectic schedule of classes & work. Most times she won't have time to eat a full meal and these are such a great alternative to fast food.  I will order again & this time I'll get a few for moi! Really loved the coconut too..
396260,396261,B007FK3JS8,A1ERISG9MS2M0L,Sally Griffin,0,0,1,1970-01-01 00:00:01.351123200,weak coffee if used in Hamilton single brewer,"This product can not be returned, so when the coffee turned out weak this was a real waste.  I used this in the Hamilton Beach single cup brewer."
398660,398661,B001D09KAM,A34XBAIFT02B60,travelinlight,0,0,1,1970-01-01 00:00:01.351123200,Should advertise coconut as an ingredient more prominently,"First, these should be called Mac - Coconut bars, as Coconut is the #2 ingredient and Mango is #3.  Second, lots of people don't like coconut.  I happen to be allergic to it.  Word to Amazon that if you want happy customers to make things like this more prominent.  Thanks."
365049,365050,B006IMC3LS,A332LFCZ6ZPJPW,"J. B. Carter ""JB""",0,0,4,1970-01-01 00:00:01.351123200,Great Monster product,Kudos to Monster for making this coffee flavored energy drink (with approximately the caffeine content of one-half a cup of coffee!) It's my favorite drink on the golf course.... BUT brickbats to them for the total lack of retail establishments carrying it in stock. Thank you to Amazon for offering it at an attractive price.... you're the best!
232865,232866,B002GWH9NG,A1U3V5T2YANITN,duane brindle,0,0,5,1970-01-01 00:00:01.351123200,My favorite base coffee for blending,"There are many wonderful and complex flavors that good coffees can offer. This is my mainstay since it has great smooth and rich coffee flavor. It isn't acidy or bitter at all. Actually I like a little acidity so my favorite is to blend this with the Smoked Coffee offered on Coffee Bean Direct's website. Dark Sumatra makes the best base coffee for any blend that I've tried. Costa Rican Tarrazu won't stand on its own but will add just the right amount of acidity to make it my second best choice to blend with Dark Sumatra. If you want to discover the flavorful world of rich coffees, Dark Sumatra is the starting point, then start playing with it."
446003,446004,B0029NIMYW,A3N1XX8CQLSBZI,Iris,0,0,4,1970-01-01 00:00:01.351123200,chow time,"a fine delicacy, with a pleasant smell and taste  that my dogs look forward to. Packaging is easy to store and dispose"
369272,369273,B001D0DMME,A1XV4W7JWX341C,Devereaux,0,0,5,1970-01-01 00:00:01.351123200,"Loved these gluten free healthy bars, saved $$ ordering on Amazon",These Kind Bars are so good and healthy & gluten free.  My daughter came across them and loves them for a quick snack between her hectic schedule of classes & work. Most times she won't have time to eat a full meal and these are such a great alternative to fast food.  I will order again & this time I'll get a few for moi! Really loved the coconut too..
62918,62919,B003OPCL5U,A323AEDVZ84ZFT,letsdance127,0,0,4,1970-01-01 00:00:01.351123200,"Not a pumpkin-y as I would have hoped, but a great flavour","I bought this coffee seeking fall flavors, but unfortunately, it just seemed there wasn't enough in this coffee! BUT the price for the amount of coffee you get is unbeatable and the flavor it still wonderful, just not as pumpkin-y as I would have hoped. Plus, it's organic and all that good stuff."
317591,317592,B0032GL19S,A25C2M3QF9G7OQ,Comdet,0,0,5,1970-01-01 00:00:01.351123200,"Tasty, and the yogurt coating is a nice addition","While I like yogurt out of a cup, I'm usually not fond of things that are dipped in yogurt. These are the exception - the yogurt coating on the bottom adds a very nice taste to the granola. Sweet, but not candy bar sweet. I prefer the strawberry over the vanilla, but both are good.<br /><br />The granola itself is soft but still holds together as a bar. The calorie count is decent (120 per bar). The nutritional content is not stellar, but reasonably good and much better than candy alternatives.<br /><br />Highly recommend, especially if you can get them on a price dip."
97133,97134,B005356QHI,A3H4L7TJKQHW4Q,"notAyesperson ""Always in search of good books""",0,0,1,1970-01-01 00:00:01.351123200,Nope,"Did not like this.  I threw 95% of it away.  It is very thin slices of marlin covered in sugar and soy sauce.  All I was tasting was sugar and soy sauce masking the marlin flavor.  The jerky also had so much sugar that it was sticking together in the package.  Will not order again, a waste of money because I'm left still with no definitive taste of marlin."
272524,272525,B007OXJL0G,A1Y9VUR9W4V0PX,Amy Stromberg,0,0,5,1970-01-01 00:00:01.351123200,Always delicious!,Green Mountain has never let me down as far as taste.  Always delicious!  This flavor is a particular favorite.  A must have staple in our office.
260920,260921,B004B9ASMQ,A2MPXQZRBBS9QR,Nathan C.,0,0,5,1970-01-01 00:00:01.351123200,My Dog's Favorite Snack!,"I was first introduced to this snack at my dog's training classes at petco. He really enjoys them! The pieces are really tiny but you can tell that it is made from quality ingredients (it also smells really bad), but my dog loves it. I highly recommend this product as it is a quality product that is actually healthy for your pup!"
404836,404837,B000KK22Q0,ASEUIZKTJIFQX,Dianeann,0,0,5,1970-01-01 00:00:01.351123200,Found what I been looking for,I have found what I was looking for in a popcorn seasoning. I have been looking for at least three years. I plan to order more soon.
163637,163638,B000E39P9U,A3NKN6E6GBYMEM,"Brandy ""Brandy""",0,0,2,1970-01-01 00:00:01.351123200,NOT 13 gallon!,These bags are probably only about 9 or 10 gallon.  Doesn't fill my trash can!  A they ripped when I tried to stretch them around the edge.
468329,468330,B003Z8NEL6,A23WYVBCNE75X1,No Apologies,0,0,4,1970-01-01 00:00:01.351123200,Decaf coffee,"I was curious about this coffee sold in Canada.  It's smooth.  I can drink it in the afternoon and all night.<br /><br />Still, I don't see what all the fuss is about."
284931,284932,B003XPF9BO,A3R7JR3FMEBXQB,"Gail S. Marion ""Gail S Marion PA, PhD.""",0,0,5,1970-01-01 00:00:01.351123200,where does one  start...and stop... with a treat like this,Wanted to save some to bring to my Chicago family but my North Carolina family ate all 4 boxes before I could pack. These are excellent...could serve to anyone
524743,524744,B002DHNIBG,ACI2ZCJJN568S,Steve Chapman,0,0,4,1970-01-01 00:00:01.351123200,Great flavor,"These are so delicious. Great flavor for autumn or any time. We all love them. But not too sweet, way more crunchy than chewy, this makes it a bit messy. Its like a crunchy cookie. Everyone loves crunchy cookies!"
381808,381809,B008NDSNH8,A1TWM78I835NGZ,"Bryan K. Bailey ""Bryan Bailey""",0,0,5,1970-01-01 00:00:01.351123200,"Mmmmmmm,  popcorn!",Great popcorn!  I'm a repeat buyer too.  One pack makes just a teeny bit more than my Whirly Pop can hold with the lid closed.  The kernels pop big and have a great flavor.  The hulls are farely tame for big kernels. My only suggestion for Wabash Valley Farms would be to boost the butter flavor just a smidge.  Maybe I'm old fashioned but popcorn popped on the stove top is so much better than microwaved.
345420,345421,B001FA1RUQ,A3UC586EDL2M96,dj,0,0,5,1970-01-01 00:00:01.351123200,back to nature chocolate chunk cookies,try these cookies you wil love them ...they are healthier for you and taste great ...you wont go wrong buying this brand ...kid tested and taste approved ...and the healthier for you is the iceing on the cake ..i love a company that cares about what their customers eat ..i can only put out a box of these cookies a day because if you put out more they will alll be eaten ...try these ...you will love them and love the fact that they are healthier for you !!!
206598,206599,B002ZH4EXU,A3MNSYS64E5FAE,DEB,0,0,3,1970-01-01 00:00:01.351123200,cats dont like,the service was great but the cats didnot like it.I guess i wont order again. the price is right and it came quick.
381778,381779,B000Z3VUEC,A3F6933AX1JNMQ,Buysalot,0,0,1,1970-01-01 00:00:01.351123200,Did Not Like,I really wanted to like this tea. I was hoping it was going to be my new favorite especially after reading the reviews on here. I did not like it all and ended up taking it back to the store where I bought it. Luckily Wegmans let me return it. I also only paid $1.99 for a box. If you are used to drinking vanilla tea then this will not compare. It has a wierd flavor to me and even smell. I tried one bag with just water and another with cream and sugar and still hated it. Regarding the price I can not believe it costs this much on Amazon. I suggest checking your local stores at Christmas time and stocking up if you like it. Wegmans in upstate NY has it and it is only October.
309463,309464,B006E0RJ0O,AT8N386G0DVS3,"F. J. Ding ""Frederick D.""",0,0,4,1970-01-01 00:00:01.351123200,Delicate flavour and smell,"Delightfully fragrant after infusing in hot water. Delicate taste -- somewhat sweet and fruity, but the hint of ginger lingers (pleasantly) after the cup of tea is consumed.<br /><br />I first tried this particular flavour in a Tea Forte sampler gift, and I'm glad I got the loose leaf tea in this form. I won't say that this is great value for 50 servings, but the uniqueness of this blend redeems this purchase."
472038,472039,B000EDGBA6,A33RFE73ENQRPM,Trang N. Nguyen,0,0,4,1970-01-01 00:00:01.351123200,Healthy treats for the kids,My kids love these freeze dry fruits.  Great as a take  along snacks when we are on the go.  A little expensive for the amount of fruits you get. Will stock up the next time Amazon has these on sale (lighting deal).
529304,529305,B000E3ZFDU,A1PQDL14230X6U,Monet,0,0,5,1970-01-01 00:00:01.351123200,Delicious!,"I enjoy this white beans seasoning, it gives a rich flavor to the beans I just love it, my mother in law didn't know about this Zatarain's brand and now she is traying different seasoning and she likes it very much.<br />Thank you Amazon for having it because now I can't find it in stores, I like to have this 12 boxes because I can made it whenever my family want it."
240733,240734,B00998BRN8,A1LBGXE29GG1IR,"Coffee Ramblings ""Billy""",1,1,4,1970-01-01 00:00:01.351123200,230 Candy Bars Minis,"Wow! This variety pack is a little expensive on here! I paid under twenty dollars for it at my local Walmart, which makes it around nine cents per mini bar. I'm going to give these out to the trick-or-treaters this year."
163779,163780,B000QCFVCY,AU13CAJ9KEUDC,Linsan53,0,0,4,1970-01-01 00:00:01.351123200,"Convenient, chocolatey, good in 3X chocolate ice cream",Arrived quickly.  I didn't want to distill my own so this was the next best thing.  Used in triple chocolate ice cream so I haven't used it as a stand-alone flavor yet. Price was reasonable. I am happy with it and I do not have a history of product happiness. The ice cream was good- really good. Give this a try.
179191,179192,B008XOKY1U,AWFA8N9IXELVH,No Pen Name,0,0,1,1970-01-01 00:00:01.351123200,Deceptive description,On Oct 9 I ordered from a different vendor the same product 1.2 oz- 6 pack.  That order was 6 packs of 1.2 oz ea.  When I saw this item I decided to order it.  it read the same as my first order 1.2 oz- 6 pack & the price was approximately the same.  I received the order today & what is it but 1 large bag of small packs totaling 1.2 oz.  I call this deceptive not curious as another reviewer put it. I think the descriptions should be more specfic. The 1 star rating I gave is because of the description not the product itself.  The chips are actually very good.
100417,100418,B002GWH92W,A343264GQDQ8Z0,c niezgoda,0,0,5,1970-01-01 00:00:01.351123200,It don't get any better for the price,"I am about half way through my first bag and looking to try a different bean. It still has the yummy oil on the beans that you only see when it is fresh or you roast your own. I like my coffee strong so I give my grinder several more grinds almost to espresso, but if you pre-wet a paper filter it works out great in a drip pot. It also causes a build up in the grinder which a tablespoon of rice fixes that. My difficulty is my own making. It has nothing to do with a superior product. I plan on staying with this company as long as Amazon handles it and am looking forward to trying all their beans to find my favorite. This is a very dark bean without almost no bitterness. You can serve this to the most discriminating guest with pride."
163808,163809,B000FBKFRW,A2XVOWD40JCFSZ,pngu,0,0,4,1970-01-01 00:00:01.351123200,yummy cookies!,We've ordered for them every month and only once the package inside the seal had a small hole and wasn't as fresh.
